id,meio,nome,cidade,regiao_metropolitana,uf,estado,regiao,pais,fonte,cidade_id_ibge
id808,Jornal,NOSSO JORNAL,ABAETÉ,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3100203
id2880,Jornal,CORREIO ABELARDENSE,ABELARDO LUZ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4200101
id2881,Jornal,O FALCAO,ABELARDO LUZ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4200101
id5132,Jornal,TRIBUNA DE ABRE CAMPO,ABRE CAMPO,n/d,MG,Minas Gerais,Sudeste,Brasil,Atlas da Notícia,3100302
id704,Jornal,JORNAL DO MARANHAO,AÇAILÂNDIA,n/d,MA,Maranhão,Nordeste,Brasil,Secom/PR,2100055
id199,Jornal,FOLHA DO SERTAO,ACOPIARA,n/d,CE,Ceará,Nordeste,Brasil,Secom/PR,2300309
id2263,Jornal,TRIBUNA DO VALE,AÇU,n/d,RN,Rio Grande do Norte,Nordeste,Brasil,Secom/PR,2400208
id3951,Jornal,O IMPACTO,ADAMANTINA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3500105
id3952,Jornal,DIARIO DO OESTE PAULISTA,ADAMANTINA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3500105
id5551,Jornal,JORNAL DA CIDADE,ADAMANTINA,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP,3500105
id5552,Jornal,JORNAL IMPACTO,ADAMANTINA,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP,3500105
id435,Jornal,O RESGATE,AFONSO CLÁUDIO,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,3200102
id1319,Jornal,JORNAL ACONTECENDO,ÁGUA BOA,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,"Nome_Município
ÁGUA BOA    3100609
ÁGUA BOA    5100201
Name: Código Município Completo, dtype: int64"
id1493,Online,PORTAL MPIAUI,ÁGUA BRANCA,n/d,PI,Piauí,Nordeste,Brasil,Secom/PR,"Nome_Município
ÁGUA BRANCA    2200202
ÁGUA BRANCA    2500106
ÁGUA BRANCA    2700102
Name: Código Município Completo, dtype: int64"
id3953,Jornal,CORREIO DE AGUAI,AGUAÍ,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3500303
id3954,Jornal,GAZETA DE AGUAI,AGUAÍ,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3500303
id5553,Jornal,O IMPARCIAL,AGUAÍ,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP,3500303
id5554,Jornal,CORREIO,AGUAÍ,n/d,SP,São Paulo,Sudeste,Brasil,Adjori-SP,3500303
id4950,Jornal,FOLHA DE ÁGUAS CLARAS,ÁGUAS CLARAS,RIDE DF,DF,Distrito Federal,Centro-Oeste,Brasil,Atlas da Notícia,
id3956,Jornal,TRIBUNA DAS AGUAS,ÁGUAS DE LINDÓIA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3500501
id503,Online,IMPRENSA JA,ÁGUAS LINDAS DE GOIÁS,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5200258
id555,Jornal,GAZETA GOIANA E DF (EX GAZETA GOIANA),ÁGUAS LINDAS DE GOIÁS,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5200258
id2455,Jornal,DEUTSCHE INTEGRATION,AGUDO,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4300109
id2456,Jornal,CORREIO AGUDENSE,AGUDO,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4300109
id3957,Jornal,CIDADE DE AGUDOS,AGUDOS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3500709
id111,Jornal,FOLHAO DA BAHIA,ALAGOINHAS,n/d,BA,Bahia,Nordeste,Brasil,Secom/PR,2900702
id112,Jornal,GAZETA DOS MUNICIPIOS,ALAGOINHAS,n/d,BA,Bahia,Nordeste,Brasil,Secom/PR,2900702
id63,Online,ALAGOINHAS HOJE,ALAGOINHAS,n/d,BA,Bahia,Nordeste,Brasil,Secom/PR,2900702
id2457,Jornal,DIARIO DE ALEGRETE,ALEGRETE,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4300406
id2458,Jornal,EM QUESTAO,ALEGRETE,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4300406
id2459,Jornal,EXPRESSO MINUANO,ALEGRETE,n/d,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,4300406
id5152,Jornal,GAZETA DE ALEGRETE,ALEGRETE,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,4300406
id809,Jornal,A GAZETA,ALÉM PARAÍBA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3101508
id810,Jornal,ALEM PARAHYBA,ALÉM PARAÍBA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3101508
id811,Jornal,FOLHA REGIONAL,ALÉM PARAÍBA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3101508
id556,Jornal,CIDADE NOTICIA,ALEXÂNIA,RIDE DF,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5200308
id812,Jornal,JORNAL DOS LAGOS,ALFENAS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3101607
id5020,Jornal,JORNAL VOZ DO VALE,ALMENARA,n/d,MG,Minas Gerais,Sudeste,Brasil,Atlas da Notícia,3101706
id813,Jornal,VIGIA DO VALE,ALMENARA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3101706
id814,Jornal,FAROL DAS GERAIS,ALMENARA,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3101706
id1517,Online,ATITUDE SUSTENTAVEL,ALMIRANTE TAMANDARÉ,RM Curitiba,PR,Paraná,Sul,Brasil,Secom/PR,4100400
id1632,Jornal,FOLHA DE TAMANDARÉ,ALMIRANTE TAMANDARÉ,RM Curitiba,PR,Paraná,Sul,Brasil,Secom/PR,4100400
id5086,Online,PORTAL TAMANDAREONLINE NOTÍCIAS,ALMIRANTE TAMANDARÉ,RM Curitiba,PR,Paraná,Sul,Brasil,Atlas da Notícia,4100400
id1277,Online,ANJOS NOTICIAS,ALTA FLORESTA,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,5100250
id1320,Jornal,O DIÁRIO,ALTA FLORESTA,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,5100250
id1321,Jornal,MATO GROSSO DO NORTE,ALTA FLORESTA,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,5100250
id1322,Jornal,JORNAL DA CIDADE,ALTA FLORESTA,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,5100250
id1323,Jornal,GAZETA DO NORTAO,ALTA FLORESTA,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,5100250
id1324,Jornal,ANJOS UNIVERSITARIO,ALTA FLORESTA,n/d,MT,Mato Grosso,Centro-Oeste,Brasil,Secom/PR,5100250
id1393,Online,O XINGU,ALTAMIRA,n/d,PA,Pará,Norte,Brasil,Secom/PR,1500602
id3958,Jornal,TRIBUNA DE ALTINOPOLIS,ALTINÓPOLIS,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3501004
id504,Online,O VETOR,ALTO PARAÍSO DE GOIÁS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5200605
id557,Jornal,O VETOR,ALTO PARAÍSO DE GOIÁS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5200605
id1518,Online,PORTAL ALTÔNIA,ALTÔNIA,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4100509
id1519,Online,REDE DE PORTAIS AMERIOS,ALTÔNIA,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4100509
id3959,Jornal,GAZETA DE ALUMINIO,ALUMÍNIO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3501152
id3960,Jornal,JORNAL DE ALUMINIO REGIONAL,ALUMÍNIO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3501152
id2462,Jornal,CORREIO DINAMICO,ALVORADA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,"Nome_Município
ALVORADA    1700707
ALVORADA    4300604
Name: Código Município Completo, dtype: int64"
id2463,Jornal,A SEMANA,ALVORADA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,"Nome_Município
ALVORADA    1700707
ALVORADA    4300604
Name: Código Município Completo, dtype: int64"
id2464,Jornal,A FOLHA,ALVORADA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,"Nome_Município
ALVORADA    1700707
ALVORADA    4300604
Name: Código Município Completo, dtype: int64"
id2465,Jornal,IDEIAS & AÇOES SUSTENTAVEIS (EX- NOSSO JORNAL),ALVORADA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Secom/PR,"Nome_Município
ALVORADA    1700707
ALVORADA    4300604
Name: Código Município Completo, dtype: int64"
id5153,Jornal,JORNAL CORREIO DINÂMICO,ALVORADA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,"Nome_Município
ALVORADA    1700707
ALVORADA    4300604
Name: Código Município Completo, dtype: int64"
id5154,Jornal,JORNAL A SEMANA,ALVORADA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,"Nome_Município
ALVORADA    1700707
ALVORADA    4300604
Name: Código Município Completo, dtype: int64"
id5155,Jornal,JORNAL DE ALVORADA,ALVORADA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,"Nome_Município
ALVORADA    1700707
ALVORADA    4300604
Name: Código Município Completo, dtype: int64"
id5156,Jornal,NOSSO JORNAL,ALVORADA,RM Porto Alegre,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,"Nome_Município
ALVORADA    1700707
ALVORADA    4300604
Name: Código Município Completo, dtype: int64"
id2314,Jornal,CORREIO DO VALE,ALVORADA D'OESTE,n/d,RO,Rondônia,Norte,Brasil,Secom/PR,1100346
id1208,Jornal,CORREIO DA FRONTEIRA,AMAMBAI,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5000609
id1209,Jornal,A GAZETA,AMAMBAI,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5000609
id3224,Online,TECNOBLOG,AMERICANA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3501608
id3225,Online,O LIBERAL,AMERICANA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3501608
id3961,Jornal,JORNAL DO ZANAGA,AMERICANA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3501608
id5008,Jornal,O LIBERAL,AMERICANA,n/d,SP,São Paulo,Sudeste,Brasil,Atlas da Notícia,3501608
id3963,Jornal,A TRIBUNA,AMPARO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,"Nome_Município
AMPARO    2500734
AMPARO    3501905
Name: Código Município Completo, dtype: int64"
id3964,Jornal,GAZETA AMPARENSE,AMPARO,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,"Nome_Município
AMPARO    2500734
AMPARO    3501905
Name: Código Município Completo, dtype: int64"
id505,Online,BLOG PORTAL GOIÁS,ANÁPOLIS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201108
id506,Online,TRIBUNA DE ANÁPOLIS,ANÁPOLIS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201108
id558,Jornal,CONTEXTO,ANÁPOLIS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201108
id559,Jornal,FOLHA ESPORTIVA,ANÁPOLIS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201108
id560,Jornal,O ANAPOLIS,ANÁPOLIS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201108
id561,Jornal,FOLHA 670,ANÁPOLIS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201108
id562,Jornal,CORREIO DOS PIRENEUS,ANÁPOLIS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201108
id563,Jornal,ESTADO DE GOIAS,ANÁPOLIS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201108
id564,Jornal,TRIBUNA DE ANAPOLIS,ANÁPOLIS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201108
id436,Jornal,ESTADO DO ESPIRITO SANTO,ANCHIETA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,"Nome_Município
ANCHIETA    3200409
ANCHIETA    4200804
Name: Código Município Completo, dtype: int64"
id437,Jornal,JORNAL JA - JORNAL DE ANCHIETA,ANCHIETA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,"Nome_Município
ANCHIETA    3200409
ANCHIETA    4200804
Name: Código Município Completo, dtype: int64"
id438,Jornal,ANCHIETA EM FOCO,ANCHIETA,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,"Nome_Município
ANCHIETA    3200409
ANCHIETA    4200804
Name: Código Município Completo, dtype: int64"
id1633,Jornal,FOLHA DE ANDIRA,ANDIRÁ,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4101101
id5518,Jornal,FOLHA DE ANDIRÁ,ANDIRÁ,n/d,PR,Paraná,Sul,Brasil,Adjori-Pr,4101101
id815,Jornal,FOLHA ANDRADENSE,ANDRADAS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3102605
id816,Jornal,ANDRADAS HOJE,ANDRADAS,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3102605
id3226,Online,HOJEMAIS ANDRADINA,ANDRADINA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3502101
id3965,Jornal,O JORNAL DA REGIAO (EX- GAZETA),ANDRADINA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3502101
id3966,Jornal,JORNAL DA AGRICULTURA FAMILIAR,ANDRADINA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3502101
id3967,Jornal,FOLHA REGIONAL,ANDRADINA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3502101
id3968,Jornal,O NOROESTE RURAL (EX JORNAL DO ASSENTADO),ANDRADINA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3502101
id3969,Jornal,O INTERIOR FALA,ANDRADINA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3502101
id3970,Jornal,FOLHA DE NOTICIAS,ANDRADINA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3502101
id3971,Jornal,O FOCO,ANDRADINA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3502101
id3972,Jornal,FOLHA DE ANGATUBA,ANGATUBA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3502200
id1991,Jornal,A VOZ DA COSTA VERDE,ANGRA DOS REIS,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,3300100
id1992,Jornal,MARE,ANGRA DOS REIS,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,3300100
id1993,Jornal,ESPORTE TOTAL E NOTICIAS,ANGRA DOS REIS,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,3300100
id1994,Jornal,A CIDADE,ANGRA DOS REIS,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,3300100
id1995,Jornal,TRIBUNA LIVRE,ANGRA DOS REIS,n/d,RJ,Rio de Janeiro,Sudeste,Brasil,Secom/PR,3300100
id5371,Jornal,CORREIO DOS LAGOS,ANITA GARIBALDI,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,4201000
id1634,Jornal,O ANTONINENSE,ANTONINA,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4101200
id5157,Jornal,PANORAMA PRADENSE,ANTÔNIO PRADO,n/d,RS,Rio Grande do Sul,Sul,Brasil,Adjori-Rs,4300802
id3973,Jornal,O APARECIDA,APARECIDA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,"Nome_Município
APARECIDA    2500775
APARECIDA    3502507
Name: Código Município Completo, dtype: int64"
id507,Online,PORTAL BRASIL EM FOLHAS,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201405
id508,Online,VITORIA FM,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201405
id509,Online,DIÁRIO DE APARECIDA,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201405
id510,Online,FINA E RICA,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201405
id5630,Jornal,BRASIL EM FOLHAS,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Central de Diários,5201405
id565,Jornal,EDUCAÇAO E CIDADANIA,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201405
id566,Jornal,NOTICIAS DE GOIAS,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201405
id567,Jornal,ONZE DE MAIO,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201405
id568,Jornal,GOIAS EM DESTAQUE,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201405
id569,Jornal,CORREIO O ESTADO DE GOIAS,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201405
id570,Jornal,DIARIO DE APARECIDA,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201405
id571,Jornal,FOLHA DE APARECIDA,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201405
id572,Jornal,O PARLAMENTO,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201405
id573,Jornal,CIDADE METROPOLITANA,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201405
id575,Jornal,FATOS POPULARES,APARECIDA DE GOIÂNIA,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201405
id1210,Jornal,FOLHA INTEGRAÇAO,APARECIDA DO TABOADO,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5001003
id1211,Jornal,JORNAL DO BOLSAO,APARECIDA DO TABOADO,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5001003
id3974,Jornal,APIAI TEM,APIAÍ,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3502705
id5372,Jornal,CABEÇO NEGRO,APIÚNA,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,4201257
id5373,Jornal,PAROLE,APIÚNA,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,4201257
id1520,Online,TRIBUNA DO NORTE - TN ONLINE,APUCARANA,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4101408
id1635,Jornal,EXPRESSO DE APURACANA,APUCARANA,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4101408
id1636,Jornal,CORREIO DO VALE,APUCARANA,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4101408
id1637,Jornal,O RADAR,APUCARANA,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4101408
id1639,Jornal,PORTAL DO PARANA,APUCARANA,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4101408
id5550,Jornal,REVISTA EXPRESSO,APUCARANA,n/d,PR,Paraná,Sul,Brasil,Adjori-Pr,4101408
id5876,Jornal,TRIBUNA DO NORTE,APUCARANA,n/d,PR,Paraná,Sul,Brasil,ANJ,4101408
id1165,Online,O PANTANEIRO,AQUIDAUANA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5001102
id1212,Jornal,NOTICIAS DO ESTADO,AQUIDAUANA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5001102
id1213,Jornal,O PANTANEIRO,AQUIDAUANA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5001102
id3204,Online,GAZETANEW,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,2800308
id3205,Online,BLOG PRIMEIRA MÃO,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,2800308
id3206,Online,PORTAL INFONET,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,2800308
id3207,Online,CINFORM,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,2800308
id3208,Online,MAIS ALÔ,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,2800308
id3209,Online,JORNAL DO DIA ON LINE,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,2800308
id3210,Online,BLOG DO MAX,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,2800308
id3211,Online,NE NOTICIAS,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,2800308
id3212,Online,AJN1 - AGÊNCIA JORNAL DE NOTÍCIAS,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,2800308
id3213,Online,CANÇÃO NOVA,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,2800308
id3214,Online,PRODUTORA DE COMUNICAÇÃO,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,2800308
id3215,Online,JORNAL DA CIDADE.NET (PORTAL JC),ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,2800308
id3218,Jornal,CINFORM,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,2800308
id3219,Jornal,CORREIO DE SERGIPE,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,2800308
id3221,Jornal,SUPER POPULAR,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,2800308
id3223,Jornal,GAZETA NEW,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,Secom/PR,2800308
id5812,Jornal,JORNAL DA CIDADE,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,ANJ,2800308
id5813,Jornal,JORNAL DO DIA,ARACAJU,n/d,SE,Sergipe,Nordeste,Brasil,ANJ,2800308
id3227,Online,FOLHA DA REGIAO,ARAÇATUBA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3502804
id3228,Online,O LIBERAL REGIONAL (LR1),ARAÇATUBA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3502804
id3975,Jornal,FOLHA DA REGIAO,ARAÇATUBA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3502804
id5663,Jornal,FOLHA DA REGIÃO,ARAÇATUBA,n/d,SP,São Paulo,Sudeste,Brasil,Central de Diários,3502804
id5664,Jornal,O LIBERAL REGIONAL,ARAÇATUBA,n/d,SP,São Paulo,Sudeste,Brasil,Central de Diários,3502804
id113,Jornal,FOLHA DOS MUNICIPIOS,ARACI,n/d,BA,Bahia,Nordeste,Brasil,Secom/PR,2902104
id439,Jornal,FOLHA DO LITORAL,ARACRUZ,n/d,ES,Espírito Santo,Sudeste,Brasil,Secom/PR,3200607
id576,Jornal,JORNAL LOCAL,ARAGARÇAS,n/d,GO,Goiás,Centro-Oeste,Brasil,Secom/PR,5201702
id4845,Jornal,O NORTE,ARAGUAÍNA,n/d,TO,Tocantins,Norte,Brasil,Secom/PR,1702109
id5077,Online,PORTAL DE ARAGUARI,ARAGUARI,n/d,MG,Minas Gerais,Sudeste,Brasil,Atlas da Notícia,3103504
id5640,Jornal,DIÁRIO DE ARAGUARI,ARAGUARI,n/d,MG,Minas Gerais,Sudeste,Brasil,Central de Diários,3103504
id817,Jornal,GAZETA DO TRIANGULO,ARAGUARI,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3103504
id818,Jornal,INFORME DO COMÉRCIO,ARAGUARI,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3103504
id819,Jornal,BOTIJA PARDA,ARAGUARI,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3103504
id820,Jornal,DIARIO DE ARAGUARI,ARAGUARI,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3103504
id821,Jornal,CONTUDO,ARAGUARI,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3103504
id822,Jornal,CORREIO DE ARAGUARI,ARAGUARI,n/d,MG,Minas Gerais,Sudeste,Brasil,Secom/PR,3103504
id4829,Online,PORTAL NORTE DO TOCANTINS,ARAGUATINS,n/d,TO,Tocantins,Norte,Brasil,Secom/PR,1702208
id1166,Online,ARAL MOREIRA NEWS,ARAL MOREIRA,n/d,MS,Mato Grosso do Sul,Centro-Oeste,Brasil,Secom/PR,5001243
id13,Online,7 SEGUNDOS,ARAPIRACA,n/d,AL,Alagoas,Nordeste,Brasil,Secom/PR,2700300
id14,Online,PORTAL JÁ É NOTÍCIA,ARAPIRACA,n/d,AL,Alagoas,Nordeste,Brasil,Secom/PR,2700300
id23,Jornal,ALAGOAS EM TEMPO,ARAPIRACA,n/d,AL,Alagoas,Nordeste,Brasil,Secom/PR,2700300
id1641,Jornal,O POVO NEWS,ARAPONGAS,n/d,PR,Paraná,Sul,Brasil,Secom/PR,4101507
id5524,Jornal,GAZETA DA CIDADE,ARAPONGAS,n/d,PR,Paraná,Sul,Brasil,Adjori-Pr,4101507
id5374,Jornal,FOLHA DE ARAQUARI,ARAQUARI,n/d,SC,Santa Catarina,Sul,Brasil,Adjori-Sc,4201307
id2884,Jornal,IMPRESSO DO VALE,ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4201406
id2885,Jornal,SEMCENSURA,ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4201406
id2886,Jornal,O TEMPO DIÁRIO (EX O TEMPO),ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4201406
id2887,Jornal,VOZ DO SUL,ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4201406
id2888,Jornal,NOTICIAS DA SEMANA,ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4201406
id2889,Jornal,SUL CATARINENSE,ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4201406
id2890,Jornal,SEMANA NEWS,ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Secom/PR,4201406
id5694,Jornal,ENFOQUE POPULAR,ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários,4201406
id5695,Jornal,O TEMPO,ARARANGUÁ,n/d,SC,Santa Catarina,Sul,Brasil,Central de Diários,4201406
id3229,Online,ARARAQUARA NEWS,ARARAQUARA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3503208
id3230,Online,AFRICAS,ARARAQUARA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3503208
id3231,Online,O IMPARCIAL,ARARAQUARA,n/d,SP,São Paulo,Sudeste,Brasil,Secom/PR,3503208
